Article,Sentence_en,Claim,Sentence
Private education brings more good than harm,Another criticism is that private schools only serve a small percent of the population and therefore cannot make a huge effect on closing the achievement gap.,TRUE,"Eine weitere Kritik ist, dass Privatschulen nur einen geringen Prozent der Bevölkerung dienen und daher keinen großen Effekt beim Schließen der Leistungslücke treffen können."
Private education brings more good than harm,The two judges said the private school's policy violates federal civil rights law.,TRUE,"Die beiden Richter sagten, die Politik der Privatschule verstößt gegen das Recht der Bürgerrechtsrecht des Bundes."
Private education brings more good than harm,"He explains, ""Low-cost private education is an important, complementary element of education in developing countries and should be seen as an active partner with governments looking to ensure all children have access to a high quality education.",TRUE,"Er erklärt """
Private education brings more good than harm,These tax exemptions have led to criticisms that private schools are able to use charitable status as a tax avoidance technique rather than because they offer a genuine charitable good.,TRUE,"Diese Steuerbefreiungen haben zu Kritiken geführt, dass Privatschulen in der Lage sind, den gemeinnützigen Status als Steuervermeidungstechnik nutzen zu können, anstatt, nicht weil sie ein echtes gemeinnütziges Gut bieten."
Private education brings more good than harm,A report suggested that private school counselors have substantially more contact with university admissions people than public school counselors.,FALSE,"Ein Bericht schlug vor, dass private Schulberater einen wesentlich mehr Kontakt mit Universitätszulassungen als öffentliche Schulberater haben."
Private education brings more good than harm,"Typically, anyone teaching in a private school will identify themselves publicly as ""Professeur"" regardless of their internal rank.",FALSE,"Normalerweise wird jeder, der in einer Privatschule unterrichtet, öffentlich als ""Professur"" identifiziert, unabhängig von ihrem internen Rang."
Private education brings more good than harm,"However, others have suggested that private schools fail to provide education to the poorest families, a selective being only a fifth of the schools and have in the past ignored Court orders for their regulation.",TRUE,"Andere haben jedoch vorgeschlagen, dass Privatschulen den ärmsten Familien nicht die Ausbildung anbieten, ein selektiver, nur ein Fünftel der Schulen und in der Vergangenheit, die sich in der Vergangenheit für ihre Regulierung ignoriert hat."
Private education brings more good than harm,"Because proprietary schools could not grant degrees, the university's medical school retained the responsibility of holding examinations and conferring medical degrees.",FALSE,"Da proprietäre Schulen keine Grade gewähren konnten, behielt die medizinische Schule der Universität die Verantwortung der Holdinguntersuchungen und der Vermittlung von medizinischen Abschlüssen."
Private education brings more good than harm,Voters were asked whether they approved of amendments to the constitution regarding federal order and whether private schools should be financed with public money.,FALSE,"Die Wähler wurden gefragt, ob sie den Änderungsanträgen der Verfassung über die Bundesordnung genehmigt haben, und ob Privatschulen mit öffentlichen Geld finanziert werden sollten."
Private education brings more good than harm,Coaches were concerned that the private schools were winning a disproportionate amount of conference titles and had several unfair advantages.,FALSE,"Trainer waren besorgt, dass die Privatschulen einen unverhältnismäßigen Betrag von Konferenztiteln gewinnen und mehrere unfaire Vorteile hatten."
Private education brings more good than harm,Perhaps his private education and coddled seclusion had something to do with his premature flowering.,FALSE,Vielleicht hatte seine private Bildung und kodiertes Abgeschiedenheit mit seiner vorzeitigen Blüte etwas zu tun.
Private education brings more good than harm,"The court ruled that private schools are separate entities, and insisted evidence be limited to policies and practices in effect within the litigated public school districts.",FALSE,"Das Gericht entschied, dass private Schulen getrennte Unternehmen sind, und beharrliche Beweise, die auf Richtlinien und Praktiken in Kraft, die in den zitterten öffentlichen Schulbezirken beschränkt sind, beschränkt sind."
Private education brings more good than harm,"Furthermore, private schools must compete at one classification higher than their enrollment would otherwise dictate.",FALSE,"Darüber hinaus müssen Privatschulen bei einer Klassifizierung übernimmt, die höher ist als ihre Anmeldung würde ansonsten diktieren."
Private education brings more good than harm,"However, little rigorous evidence has been amassed to show whether private schools actually do improve the academic outcomes of students better than government schools.",TRUE,"Es wurden jedoch wenig strenge Beweise angenommen, um zu zeigen, ob Privatschulen tatsächlich die akademischen Ergebnisse der Schüler verbessern als staatliche Schulen."
Private education brings more good than harm,"Before enrolling the children, however, Mr. Brar ensured that the total cost of private school tuition would not exceed $10,000.",FALSE,"Bevor Sie die Kinder anmelden, stellte Mr. Brar jedoch sicher, dass die Gesamtkosten der privaten Schulstudie nicht über 10.000 US-Dollar betragen würden."
Private education brings more good than harm,The IRS announced in 1970 that private schools with racially discriminatory admissions policies would no longer receive tax exemptions.,FALSE,"Die IRS kündigte 1970 an, dass private Schulen mit rassistisch diskriminierenden Zulassungsrichtlinien nicht mehr Steuerbefreiungen erhalten würden."
Private education brings more good than harm,"Admissions guidance counselors can offer views about whether a public or private school is best, and give a sense of the tradeoffs.",FALSE,"Zulassungsleitlinien-Berater können Ansichten darüber bieten, ob eine öffentliche oder private Schule am besten ist und ein Gefühl der Kompromisse gilt."
Private education brings more good than harm,"However, religious owned private schools and religious owned hospitals are exempt from gender identity and sexual orientation provisions in the Sex Discrimination Amendment (Sexual Orientation, Gender Identity and Intersex Status) Bill 2013.",FALSE,"Religiöse Besitzer von privaten Schulen und religiösen Besitzen sind jedoch von der Genderidentitäts- und sexuellen Orientierungsbestimmungen in der Sexualdiskriminierungsänderung (Sexualorientierung, Gender Identity und Intersex Status) Bill 2013 ausgenommen."
Private education brings more good than harm,Argued that accredited private schools should receive funding under the local school administration.,FALSE,"Argumentierte, dass akkreditierte private Schulen unter der örtlichen Schulverwaltung finanzieren sollten."
Private education brings more good than harm,"One edition of this magazine carried an article saying that ""If all paedophiles in community schools or private schools were to strike, how many would be forced to close, or at least alter their regimes?""",FALSE,"Eine Ausgabe dieses Magazins truge einen Artikel, der besagt, dass ""Wenn alle Pädophile in Gemeinschaftsschulen oder Privatschulen streiken würden, wie viele gezwungen sein würden, sich zu schließen oder zumindest ihre Regime zu ändern?"""
Private education brings more good than harm,"Moreover, private schools have higher quality than public ones.",TRUE,Darüber hinaus haben private Schulen höhere Qualität als öffentliche.
Private education brings more good than harm,"Both types of schools receive funding from the government, although the amount that the private schools receive is less than the amount of the state schools.",FALSE,"Beide Schulenarten erhalten die Finanzierung der Regierung, obwohl der Betrag, den die Privatschulen erhalten, weniger als der Betrag der staatlichen Schulen."
Private education brings more good than harm,"Cost-effectiveness and financial sustainability: There is evidence that private schools operate at low cost by keeping teacher salaries low, and their financial situation may be precarious where they are reliant on fees from low-income households.",FALSE,"Kosteneffizienz und finanzieller Nachhaltigkeit: Es gibt Hinweise darauf, dass Privatschulen mit niedrigem Umgang mit niedrigem Anschaffungslager tätig sind, indem die Lehrergehälter niedrig bleiben, und ihre finanzielle Situation kann prekär sein, in dem sie von den Häusern mit niedrigem Einkommensgebühren angewiesen sind."
Private education brings more good than harm,"Because the changes over the latter two decades was not substantial, however, researcher Sean Reardon concludes that changes in private school enrollment is not a likely contributor to any changes in schools segregation patterns during that time.",FALSE,"Da die Änderungen der letzten zwei Jahrzehnte nicht wesentlich waren, schließt der Forscher SEAN RECHDON jedoch zum Schluss, dass Änderungen der Privatschule anmelden, die in dieser Zeit kein wahrscheinlicher Beitrag zu den Änderungen in den Schulen-Segregationsmustern leistet."
Private education brings more good than harm,"Although, in some cases where private schools are their essentially their own school authority they do not appoint a superintendent.",FALSE,"In einigen Fällen, in denen private Schulen ihre im Wesentlichen ihre eigene Schulbehörde sind, ernennen sie keinen Superintendent."
Private education brings more good than harm,"The holding of Runyon is that the defendant private schools were free to express and teach their views, such as white separatism, but could not discriminate on the basis of race in the provision of services to the general public.",FALSE,"Die Holding von Runyon ist, dass die beklagten Privatschulen frei sein können, um ihre Ansichten zu äußern und ihre Ansichten zu lehren, wie der weiße Separatismus, konnten jedoch nicht auf der Grundlage des Rennens in der Erbringung von Dienstleistungen an die breite Öffentlichkeit diskriminieren."
Private education brings more good than harm,Opponents question the belief that private schools are more efficient.,TRUE,"Gegner fragen den Glauben, dass Privatschulen effizienter sind."
Private education brings more good than harm,"This article is concerned with students in public institutions, although those in private schools can claim rights under the common law and provincial education Acts."".",FALSE,"Dieser Artikel befasst sich mit den Studierenden in öffentlichen Institutionen, obwohl die in Privatschulen in Privatschulen Rechte unter den gemeinsamen Rechts- und Provinzbildungsgesetze verlangen können. """
Private education brings more good than harm,"Unlike public school systems, private schools have no legal obligation to accept any interested student.",FALSE,"Im Gegensatz zu öffentlichen Schulsystemen haben Privatschulen keine rechtliche Verpflichtung, einen interessierten Studenten anzunehmen."
Private education brings more good than harm,"Even though Faubus's idea of private schools never played out, the teachers were still expected to attend school every day and prepare for the possibility of their students' return.",FALSE,"Obwohl Faustus-Idee von Privatschulen noch nie gespielt wurde, wurden die Lehrer immer noch erwartet, dass die Lehrer täglich in der Schule teilnehmen und sich auf die Möglichkeit der Rückkehr ihrer Schüler vorbereiten."
Private education brings more good than harm,"In my opinion, not many of the private schools will.",FALSE,Meiner Meinung nach werden nicht viele der privaten Schulen.
Private education brings more good than harm,"This article is concerned with students in public institutions, although those in private schools can claim rights under the common law and provincial education Acts."".",FALSE,"Dieser Artikel befasst sich mit den Studierenden in öffentlichen Institutionen, obwohl die in Privatschulen in Privatschulen Rechte unter den gemeinsamen Rechts- und Provinzbildungsgesetze verlangen können. """
Private education brings more good than harm,"Article 3 required that education, in both public and private schools be completely secular and free of any religious instruction and prohibited religions from participating in education - essentially outlawing Catholic schools or even religious education in private schools.",FALSE,"Artikel 3 Erfordert, dass die Bildung sowohl in öffentlichen als auch in der Privatschule völlig säkular ist und frei von religiösen Anweisungen und verbotenen Religionen von der Teilnahme an der Erziehung - im Wesentlichen verbotene katholische Schulen oder sogar religiöse Bildung in Privatschulen verboten."
Private education brings more good than harm,"So, in a strict sense, a private school is an unaided independent school.",FALSE,In einem strengen Sinne ist eine private Schule eine selbstzusagen unabhängige Schule.
Private education brings more good than harm,Generally political attacks on private schools have been opposed by concern that there should be no totalitarian state control of education.,FALSE,"Im Allgemeinen sind politische Angriffe auf private Schulen von Sorge, dass es keine totalitäre Staatskontrolle der Bildung geben sollte."
Private education brings more good than harm,"Although protected by the First Amendment, church-operated private schools cannot abstain from Federal public policies against racial discrimination if they are to receive tax-exempt status.",FALSE,"Obwohl durch den ersten Änderungsantrag geschützt, können kirchnoperierte Privatschulen nicht vor der Bundesrechnungszeiten gegen Rassendiskriminierung verzichten, wenn sie den steuerfreien Status erhalten sollen."
Private education brings more good than harm,"Because the content would be in the creative commons, private schools would have full rights to use the content, and would be able to modify it for their purposes before use.",FALSE,"Da der Inhalt in den kreativen Commons sein würde, hätten Private Schools volle Rechte, um den Inhalt zu nutzen, und könnten es vor der Verwendung für ihre Zwecke ändern."
Private education brings more good than harm,Many private schools will obtain accreditation and perform achievement tests as a means of encouraging future parents that the school is genuinely interested in educational performance.,FALSE,"Viele private Schulen erhalten eine Akkreditierung und führen Leistungsversuche als Mittel zur Förderung zukünftiger Eltern, dass die Schule wirklich an der pädagogischen Leistung interessiert ist."
Private education brings more good than harm,Many private schools will obtain accreditation and perform achievement tests as a means of demonstrating that the school is genuinely interested in educational performance.,FALSE,"Viele Privatschulen erhalten eine Akkreditierung und führen Leistungstests als Mittel, um demonstrieren, dass die Schule wirklich an der pädagogischen Leistung interessiert ist."
Private education brings more good than harm,"While an individual private school can choose the content and educational method to use, New York State mandates content and methods statewide.",FALSE,"Während eine einzelne Privatschule die Inhalts- und Bildungsmethode wählen kann, um den Inhalt und die Methoden des Bundesstaates in New York Status zu verwenden."
We should end athletic scholarships,"While they're not perfect, sports scholarships certainly provide great opportunities for an awful lot of students.",FALSE,"Während sie nicht perfekt sind, bieten Sportstipendien sicherlich große Möglichkeiten für ein schreckliches Studenten."
We should end athletic scholarships,"They also point out that athletic scholarships allow many young men and women who would otherwise be unable to afford to go to college, or would not be accepted, to get a quality education.",FALSE,"Sie weisen auch darauf hin, dass athletische Stipendien viele junge Männer und Frauen ermöglichen, die sonst nicht leisten würden, auf das College zu gelangen, oder nicht angenommen würden, um eine qualitativ hochwertige Ausbildung zu erhalten."
We should end athletic scholarships,"The suit charges that NCAA caps on the value of athletic scholarships have ""illegally restricted the earning power of football and men's basketball players while making billions off their labor"".",FALSE,"Der Anzug berechnet, dass NCAA-Kappen auf dem Wert der athletischen Stipendien ""illegal die Ertragskraft von Fußball- und Herrenbasketballspielern eingeschränkt haben, während Milliarden von ihrer Arbeit abgebaut werden""."
We should end athletic scholarships,"Some critics of the athletic scholarship system have coined the term ""jockship"" to describe the awards.",FALSE,"Einige Kritiker des athletischen Stipendiensystems haben den Begriff ""Jockship"" geprägt, um die Auszeichnungen zu beschreiben."
We should end athletic scholarships,"Realizing that a football scholarship was his ticket out of the coal mines and into college, he joined the varsity team.",FALSE,"Erkennen, dass ein Fußballstipendium seine Ticket aus den Kohleminen und in das College war, trat er dem Varsity-Team bei."
We should end athletic scholarships,In 2013 the Imre Földi Sports Scholarship was created in order to support Tatabánya-based top athletes.,FALSE,"Im Jahr 2013 wurde das Imre Földi Sportstipendium erstellt, um Tatabánya-basierte Top-Athleten zu unterstützen."
We should end athletic scholarships,The terms of his football scholarship did not allow him to play baseball until the completion of his football eligibility.,FALSE,"Die Bedingungen seines Fußballstipendiums erlaubten ihm nicht, Baseball bis zum Abschluss seiner Fußballberechtigung zu spielen."
We should end athletic scholarships,"Only some athletic scholarships are ""full rides"", and many student-athletes are not able to afford dining, entertainment, and even some educational expenses.",FALSE,"Nur einige athletische Stipendien sind ""volle Rides"", und viele Schüler-Athleten können sich nicht zum Essen, Unterhaltung und sogar einige Bildungskosten leisten."
We should end athletic scholarships,"School-based athletics scholarships can be controversial, as some believe that awarding scholarship money for athletic rather than academic or intellectual purposes is not in the institution's best interest.",FALSE,"Schulbasierte Leichtathletikstipendien können umstritten sein, da einige der Meinung sind, dass die Vergabe von Stipendiengeld für athletische und nicht akademische oder intellektuelle Zwecke nicht im besten Interesse der Institution ist."
We should end athletic scholarships,"By spring 1967, the athletic program was warned by the Office of Education that the lack of African Americans under athletic scholarship was a violation of Title VI of the Civil Rights Act of 1964.",FALSE,"Im Frühjahr 1967 wurde das athletische Programm vom Bildungsamt gewarnt, dass der Fehlen von Afroamerikanern unter athletischem Stipendium ein Verstoß gegen Titel VI des Bürgerrechtsgesetzes von 1964 war."
We should end athletic scholarships,"His athletic scholarship was rare for a kicker, a position which coaches often filled with walk-ons.",FALSE,"Sein athletisches Stipendium war für einen Kicker selten, eine Position, die sich oft mit Walk-Ons besetzt hat."
We should end athletic scholarships,Only students on full-ride academic or athletic scholarships would have been exempt from this fee.,FALSE,Nur Studierende auf Full-Ride-akademischen oder sportlichen Stipendien wären von dieser Gebühr befreit worden.
We should end athletic scholarships,"In this case, the same drawbacks that prevent the athlete from receiving the athletic scholarship may also prevent the student from even gaining admission to higher level colleges.",FALSE,"In diesem Fall können die gleichen Nachteile, die den Athleten daran hindern, das athletische Stipendium zu empfinden, den Studenten daran hindern, selbst sogar den Zulassungen an Hochschulen zu gewinnen."
We should end athletic scholarships,"There are instances, mostly at lower division universities, where no athletic scholarship can be awarded and where the player pays for tuition, housing, and textbook costs out of pocket or from financial aid.",FALSE,"Es gibt Fälle, hauptsächlich an den Universitäten unterer Abweichungen, in denen kein athletisches Stipendium vergeben kann und der Spieler für Studiengebühren, Wohnungen und Lehrbuch aus der Tasche oder aus finanziellen Beihilfen zahlt."
We should end athletic scholarships,Athletic scholarships can also be influential in Muslim girls' decisions to continue pursuing sports during and after secondary school.,TRUE,"Athletische Stipendien können auch bei den Entscheidungen der muslimischen Mädchen einflussreich sein, um den Sport während und nach der Sekundarschule weiterzuleiten."
We should end athletic scholarships,"The athletic scholarship is just a lottery ticket with room and board, and a few concussions.",TRUE,Das athletische Stipendium ist nur ein Lotterie-Ticket mit Raum und Brett und ein paar Gehirnerschütterungen.
We should end athletic scholarships,In other countries athletic scholarships are far more restricted.,FALSE,In anderen Ländern sind athletische Stipendien viel eingeschränkter.
We should end athletic scholarships,"Although athletic scholarships were being offered, some of the schools that showed initial interest became wary of his grades and rescinded their offers, such as Duquesne University.",FALSE,"Obwohl athletische Stipendien angeboten wurden, wurden einige der Schulen, die anfängliches Interesse zeigten, von seinen Noten vorsichtig und ihre Angebote wie die DUQUESNE University zurückgingen."
We should end athletic scholarships,"An athletic scholarship endowment fund was established in 1991, and has grown to over 125 endowed scholarships.",FALSE,1991 wurde ein athletischer Stipendienst-Stiftungsfonds eingerichtet und auf über 125 stiftete Stipendien gewachsen.
We should end athletic scholarships,"Despite his proven talent there, football scholarships were not widely offered to the black star.",FALSE,Trotz seines bewährten Talents gab es Fußballstipendien dem schwarzen Stern nicht weit verbreitet.
We should end athletic scholarships,"His football scholarship is suspended when he injures his knee, so they are forced to move back in with Reba when they lose their off-campus housing.",FALSE,"Sein Fußballstipendium ist suspendiert, wenn er sein Knie verletzt, sodass sie sich mit Reba zurückziehen müssen, wenn sie ihr außerhalb des Campusgehäuses verlieren."
We should end athletic scholarships,The only other school to offer Johnson an athletic scholarship was Illinois State.,FALSE,"Die einzige andere Schule bietet Johnson ein athletisches Stipendium, das Illinois-Staat war."
We should end athletic scholarships,Decisions about who receives an athletic scholarship and the size of each scholarship are usually left up to the coach.,FALSE,"Entscheidungen darüber, wer ein athletisches Stipendium erhält, und die Größe jedes Stipendiums wird normalerweise dem Trainer verlassen."
We should end athletic scholarships,"Typically, students without an athletic scholarship are lucky to have a place on special teams.",FALSE,"Normalerweise haben die Schüler ohne sportliches Stipendium, einen Platz auf speziellen Teams zu haben."
We should end athletic scholarships,"The Mannheim Sports Scholarship supports enrolled athletes way beyond the cooperation agreement ""Kooperationsvereinbarung/Partnerhochschule"" for top class sports.",FALSE,"Das MANNHEIM-Sportstipendium unterstützt die Anmeldung von Athleten über die Kooperationsvereinbarung ""KooperationsVereinbarung / Partnerhochschule"" für den besten Klassensport."
We should end athletic scholarships,"Even though these students do not receive athletic scholarships and are not required to play to remain in school, they are not walk-ons, as they were actively recruited.",FALSE,"Obwohl diese Schüler keine athletischen Stipendien erhalten und nicht gespielt werden müssen, um in der Schule zu bleiben, sind sie keine Walk-Ons, da sie aktiv rekrutiert wurden."
We should end athletic scholarships,"No athletic scholarships are available, forcing them to hold tryouts.",FALSE,"Es stehen keine athletischen Stipendien zur Verfügung, die sie dazu bringen, Tryouts zu halten."
We should end athletic scholarships,Sports scholarships are awarded based on an interview and practical tasks.,FALSE,Sportstipendien werden basierend auf einem Interview und praktischen Aufgaben vergeben.
We should end athletic scholarships,"By 1971, football scholarships alone cost the school more money than both football and basketball had ten years earlier.",FALSE,"Bis 1971 kostete Fußballstipendien allein die Schule mehr Geld, als sowohl Fußball als auch Basketball zehn Jahre zuvor hatten."
We should end athletic scholarships,An athletic scholarship is a form of scholarship to attend a college or university awarded to an individual based predominantly on his or her ability to play in a sport.,FALSE,"Ein athletisches Stipendium ist eine Form des Stipendiums, um an einem College oder einer Universität teilzunehmen, die einer Person, die überwiegend auf seine oder ihre Fähigkeit, in einem Sport zu spielen ist, teilzunehmen."
We should end athletic scholarships,Some schools or leagues permitted by the NCAA to award athletic scholarships nevertheless prohibit them among their students.,FALSE,"Einige Schulen oder Ligen, die der NCAA erlaubt, um athletische Stipendien zu vergeben, verbieten sie dennoch unter ihren Schülern."
We should end athletic scholarships,Their athletic scholarships allowed them to continue competing while also earning a university degree.,TRUE,"Ihre sportlichen Stipendien erlaubten ihnen, den Wettbewerb weiterhin konkurrieren, während auch ein Universitätsabschluss erwerbst."
We should end athletic scholarships,The Mannheim Sports Scholarship is explicitly oriented towards students who are already enrolled at the University of Mannheim.,FALSE,"Das MANNHEIM-Sportstipendium orientiert sich ausdrücklich gegenüber Studierenden, die bereits an der Universität Mannheim eingeschrieben sind."
We should end athletic scholarships,"While need-based financial aid has always been available, athletic scholarships have only been allowed in recent years at Patriot League schools.",FALSE,"Während der Notwendigkeitsbasierte Finanzhilfe schon immer verfügbar war, durften athletische Stipendien in den letzten Jahren nur in den Schulen von Patriot League erlaubt."
We should end athletic scholarships,They also were forbidden from granting football scholarships for 1985 and were only given fifteen for 1986.,FALSE,Sie waren auch nicht von der Erteilung von Fußballstipendien 1985 verboten und wurden nur für 1986 fünfzehn gegeben.
We should end athletic scholarships,"In addition to the regulations imposed by the NCAA on the educational institution, the rules governing the provision of athletic scholarship and financial aid are also exhaustive.",FALSE,Neben den von der NCAA auferlegten Bestimmungen über die Bildungseinrichtung sind auch die Regeln für die Bereitstellung von Sportstipendiaten und finanziellen Beihilfen erschöpfend.
We should end athletic scholarships,"In most of the world outside North America, sports scholarships and college sports on the North American model do not exist so the distinction between college and intramural sports has no relevance and is not made.",FALSE,"In den meisten der Welt außerhalb Nordamerikas gibt es keine Sportstipendien und Collegesportarten auf dem nordamerikanischen Modell nicht, so dass die Unterscheidung zwischen dem College und dem intramuralen Sport nicht relevant ist und nicht gemacht wird."
We should end athletic scholarships,"College Division members that wished to award athletic scholarships were placed in Division II, while those that chose to remain non-scholarship were placed in Division III.",FALSE,"Die Mitglieder des College-Divisions, die athletische Stipendien vergeben wollten, wurden in Division II gestellt, während diejenigen, die sich entschieden haben, nichtstipendium zu bleiben, in die Division III."
We should end athletic scholarships,"Many schools that do not provide athletic scholarships actively recruit student athletes, and these students can get admitted to a school with academic records that are below average for that school.",FALSE,"Viele Schulen, die athletische Stipendien nicht zur Verfügung stellen, rekrutieren Schüler-Athleten, und diese Studenten können in einer Schule mit akademischen Aufzeichnungen eingelassen werden, die für diese Schule unterdurchschnittlich sind."
We should end athletic scholarships,The fee increase will fund the athletic scholarships required for NCAA Division I schools.,FALSE,Der Erhöhung der Gebühr wird die für die NCAA-Division I-Schulen der NCAA-Division erforderlichen Athletic-Stipendien finanzieren.
We should end athletic scholarships,Athletic scholarships are also given to the students if they participate in enough meets.,FALSE,"Athletische Stipendien werden auch den Studenten gegeben, wenn sie an genügend Treffen teilnehmen."
We should end athletic scholarships,"In the United States, athletic scholarships are largely regulated by the National Collegiate Athletic Association (NCAA).",FALSE,In den Vereinigten Staaten werden athletische Stipendien von der National Collegiate Athletic Association (NCAA) weitgehend reguliert.
We should end athletic scholarships,Sports scholarships are available.,FALSE,Sportstipendien sind verfügbar.
We should end athletic scholarships,A common misconception is that Canadian schools do not offer athletic scholarship money for their athletes.,FALSE,"Ein häufiges Missverständnis ist, dass kanadische Schulen kein athletisches Stipendium für ihre Athleten anbieten."
We should end athletic scholarships,"Because the investigation occurred late in the Spring academic term at Michigan, River's athletic scholarship in the form tuition and room and board had already been fully paid by the University.",FALSE,"Da die Untersuchung spät im Frühjahr akademischen Begriff in Michigan auftrat, war das athletische Wissenschaft des Flusses in der Formstudie und des Zimmers und des Vorstands bereits von der Universität voll bezahlt."
We should end athletic scholarships,"Two other small Arkansas colleges compete in NCAA Division III, in which athletic scholarships are prohibited.",FALSE,"Zwei weitere kleine Arkansas-Colleges konkurrieren in der NCAA-Division III, in der athletische Stipendien verboten sind."
We should end athletic scholarships,"At that point, Alexander was 6'6"" (1.98 m) and only 170 lb (77 kg); a Division I athletic scholarship was out of the question.",FALSE,"Zu diesem Zeitpunkt war Alexander 6'6 ""(1,98 m) und nur 170 Pfund (77 kg); Eine Division I Athletic Stipendium war nicht in der Frage."
We should end athletic scholarships,Twelve football scholarships were stricken from Georgia Tech's allotment for the 2006 and 2007 freshman classes.,FALSE,Zwölf Fußballstipendien wurden von Georgia Techs Zuteilung für die Freshman-Klassen von 2006 und 2007 gestrichen.
We should end athletic scholarships,Thousands of male athletes have been kept from participating in collegiate sports while men's athletic scholarships and coaching positions have diminished as well.,FALSE,"Tausende von männlichen Athleten wurden von der Teilnahme an Stiftsportarten aufbewahrt, während sich die athletischen Stipendien der Männer und Coaching-Positionen auch vermindert haben."
We should end athletic scholarships,The majority of football scholarship athletes left the school after only a year.,FALSE,Die Mehrheit der Fußballstipendiensportler verließ die Schule nach nur einem Jahr.
Manned spaceflights bring more good than harm,One possible ethical challenge that space travelers might face is that of pregnancy during the trip.,FALSE,"Eine mögliche ethische Herausforderung, die Weltraumreisende stellen könnten, ist die der Schwangerschaft während der Reise."
Manned spaceflights bring more good than harm,"During the 1950s, some experts doubted that manned spaceflight was possible.",FALSE,"In den 1950er Jahren zweifelten einige Experten zweifelten, dass eine bemannte Raumfahrt möglich war."
Manned spaceflights bring more good than harm,Other potential candidates declined because they did not believe that manned spaceflight had a future beyond Project Mercury.,FALSE,"Andere potentielle Kandidaten lehnten zurück, weil sie nicht glaubten, dass das landte SPACEFLICHT eine Zukunft hatte, die über das Projekt Mercury hinausgeht."
Manned spaceflights bring more good than harm,"It also observed that ""destinations should derive from goals,"" and ""human spaceflight objectives should broadly align with key national objectives.""",FALSE,"Es beobachtete auch, dass ""Ziele aus Toren abgeleitet werden sollten"", und ""menschliche Raumfahrtziele sollten sich breit mit wichtigen nationalen Zielen ausrichten."""
Manned spaceflights bring more good than harm,"Recent reports indicate that human spaceflight will occur after 2017, on a GSLV-Mk III, as the mission is not included in the government's 12th five-year plan (2012-2017).",FALSE,"Die jüngsten Berichte deuten darauf hin, dass die menschliche Raumfahrt nach 2017 auf einem GSLV-MK III auftreten wird, da die Mission nicht im 12. Fünfjahresplan der Regierung enthalten ist (2012-2017)."
Manned spaceflights bring more good than harm,"Reports indicate that their human spaceflight will occur after 2017, on a GSLV-Mk III, as the mission is not included in the government's 12th five-year plan (2012-2017).",FALSE,"Berichte deuten darauf hin, dass ihre menschliche Raumfahrt nach 2017 auf einem GSLV-MK III auftreten wird, da die Mission nicht im 12. Fünfjahresplan der Regierung enthalten ist (2012-2017)."
Manned spaceflights bring more good than harm,This research supported the possibility of microbial life on Mars and demonstrated that members of a manned mission could detect such signs of life during an EVA.,FALSE,"Diese Forschung unterstützte die Möglichkeit der mikrobiellen Lebensdauer auf dem Mars und zeigte, dass Mitglieder einer bemannten Mission solche Lebenszeichen während eines EVA erkennen könnten."
Manned spaceflights bring more good than harm,"Privately, however, he was extremely exasperated, and later assured his team of young controllers that ""manned spaceflight is usually better than this"".",FALSE,"Privat war er jedoch extrem extrem verärgert und versicherte später sein Team junger Controller, dass ""bemannte Raumfahrt normalerweise besser ist""."
Manned spaceflights bring more good than harm,"The proposed ""ultimate goal"" for human space flight would appear to require two basic objectives: (1) physical sustainability and (2) economic sustainability.",FALSE,"Das vorgeschlagene ""Endziel"" für den menschlichen Raumflug scheint zwei grundlegende Ziele zu erfordern: (1) physische Nachhaltigkeit und (2) wirtschaftliche Nachhaltigkeit."
Manned spaceflights bring more good than harm,"In December 2003, NASA reported that a manned mission to Callisto may be possible in the 2040s.",FALSE,"Im Dezember 2003 berichtete NASA, dass in den 2040er Jahren eine bemannte Mission nach Callisto möglich sein kann."
Manned spaceflights bring more good than harm,A spokesman for General Dynamics Corporation told scientists in Denver that a manned space mission to the planet Mars could be launched in 1975.,FALSE,"Ein Sprecher für die General Dynamics Corporation erzählte Wissenschaftler in Denver, dass 1975 eine bemannte Raummission in den Planetenmarken eingeleitet werden konnte."
Manned spaceflights bring more good than harm,This data will be used to determine whether lengthy human spaceflight and space colonisation are feasible.,FALSE,"Diese Daten werden verwendet, um zu bestimmen, ob langwierige menschliche Raumfest- und Raumkolonisierung machbar sind."
Manned spaceflights bring more good than harm,Some orbital manned missions would be state-sponsored like most COTS participants.,FALSE,Einige orbital bemannten Missionen wären staatlich gesponsert wie die meisten COTS-Teilnehmer.
Manned spaceflights bring more good than harm,"However, without VSE, more funds could be directed toward reducing human spaceflight costs sufficiently for the betterment of low Earth orbit research, business, and tourism.",FALSE,"Ohne VSE könnten jedoch mehr Fonds darauf ausgerichtet, die menschlichen Raumfahrtkosten ausreichend zu reduzieren, um die Anbindung von niedrigem Erden-Orbit-Forschung, Wirtschaft und Tourismus zu verbessern."
Manned spaceflights bring more good than harm,"Yet proponents of human space exploration contend that while the short term benefits will be academic, the symbolism of establishing a presence in space may garner public interest to join the cause and spark global cooperation.",FALSE,"Die Exploration der menschlichen Weltraum-Exploration greifen jedoch daran, dass die Kurzfristige Vorteile akademisch sein werden, der Symbolismus, um eine Präsenz im Weltraum aufzunehmen, möglicherweise das öffentliche Interesse an der Ursache und der Funken der globalen Zusammenarbeit."
